"exp_table$target_id","Coculture_01_M","Coculture_02_M","Coculture_03_M","Coculture_04_M","SMutans_01_M","SMutans_02_M","SMutans_03_M","SMutans_04_M"
"csgC__HW372_RS14445_rc_3005736",NA,NA,NA,NA,NA,NA,NA,NA
"csgA__HW372_RS14450_rc_3006253",NA,NA,NA,NA,NA,NA,NA,NA
"csgB__HW372_RS14455_rc_3006749",NA,NA,NA,NA,NA,NA,NA,NA
"csgD__HW372_RS14460_3007502",NA,NA,NA,NA,NA,NA,NA,NA
"csgE__HW372_RS14465_3008157",NA,NA,NA,NA,NA,NA,NA,NA
"csgF__HW372_RS14470_3008571",NA,NA,NA,NA,NA,NA,NA,NA
"csgG__HW372_RS14475_3009014",NA,NA,NA,NA,NA,NA,NA,NA
"ycdZ__HW372_RS14480_rc_3010403",NA,NA,NA,NA,NA,NA,NA,NA
"ycdY__HW372_RS14485_rc_3011059",NA,NA,NA,NA,NA,NA,NA,NA
"ycdX__HW372_RS14490_rc_3011820",NA,NA,NA,NA,NA,NA,NA,NA
"ghrA__HW372_RS14495_rc_3012813",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14500__HW372_RS14500_3013047",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14505__HW372_RS14505_rc_3014127",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14510__HW372_RS14510_rc_3014409",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14515__HW372_RS14515_rc_3014917",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14520__HW372_RS14520_rc_3015294",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14525__HW372_RS14525_rc_3015715",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14530__HW372_RS14530_rc_3016409",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14535__HW372_RS14535_rc_3016649",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14540__HW372_RS14540_rc_3017188",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14545__HW372_RS14545_rc_3017677",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14550__HW372_RS14550_rc_3018761",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14555__HW372_RS14555_rc_3019071",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14560__HW372_RS14560_rc_3019627",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14565__HW372_RS14565_rc_3022219",NA,NA,NA,NA,NA,NA,NA,NA
"agn43__HW372_RS14570_rc_3025459",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14575__HW372_RS14575_rc_3026662",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS24525/pseudo__HW372_RS24525_3026962",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS24530/pseudo__HW372_RS24530_3027068",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14585__HW372_RS14585_3027549",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14590__HW372_RS14590_3027826",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14595__HW372_RS14595_3028334",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14600__HW372_RS14600_rc_3030174",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14605__HW372_RS14605_rc_3031346",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS24335__HW372_RS24335_rc_3031575",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14615__HW372_RS14615_rc_3031944",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14620__HW372_RS14620_3032005",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14625__HW372_RS14625_rc_3033496",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14630__HW372_RS14630_rc_3034551",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14635__HW372_RS14635_rc_3036540",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14640__HW372_RS14640_3036886",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14645__HW372_RS14645_rc_3038604",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14650/pseudo__HW372_RS14650_rc_3039421",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14655__HW372_RS14655_3040142",NA,NA,NA,NA,NA,NA,NA,NA
"tnpA__HW372_RS14660_rc_3041069",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14665__HW372_RS14665_rc_3041546",NA,NA,NA,NA,NA,NA,NA,NA
"iroB__HW372_RS14670_3042084",NA,NA,NA,NA,NA,NA,NA,NA
"iroC__HW372_RS14675_3043339",NA,NA,NA,NA,NA,NA,NA,NA
"iroD__HW372_RS14680_3047102",NA,NA,NA,NA,NA,NA,NA,NA
"iroE__HW372_RS14685_3048416",NA,NA,NA,NA,NA,NA,NA,NA
"iroN__HW372_RS14690_rc_3051594",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14695__HW372_RS14695_3051824",NA,NA,NA,NA,NA,NA,NA,NA
"sfaX__HW372_RS14700_rc_3053738",NA,NA,NA,NA,NA,NA,NA,NA
"sfaY__HW372_RS14705_rc_3054625",NA,NA,NA,NA,NA,NA,NA,NA
"focH__HW372_RS14710_rc_3055939",NA,NA,NA,NA,NA,NA,NA,NA
"focG__HW372_RS14715_rc_3056393",NA,NA,NA,NA,NA,NA,NA,NA
"sfaG__HW372_RS14720_rc_3056942",NA,NA,NA,NA,NA,NA,NA,NA
"sfaF__HW372_RS14725_rc_3059585",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14730__HW372_RS14730_rc_3060350",NA,NA,NA,NA,NA,NA,NA,NA
"sfaD__HW372_RS14735_rc_3060930",NA,NA,NA,NA,NA,NA,NA,NA
"focA__HW372_RS14740_rc_3061543",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14745__HW372_RS14745_rc_3062244",NA,NA,NA,NA,NA,NA,NA,NA
"sfaC__HW372_RS14750_3062600",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14755__HW372_RS14755_rc_3063881",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14760__HW372_RS14760_rc_3064482",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14765__HW372_RS14765_3064940",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14770__HW372_RS14770_3065498",NA,NA,NA,NA,NA,NA,NA,NA
"mcmA__HW372_RS14775_rc_3066637",NA,NA,NA,NA,NA,NA,NA,NA
"mchF__HW372_RS14780_rc_3068987",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14785__HW372_RS14785_rc_3070254",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14790__HW372_RS14790_rc_3070859",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14795__HW372_RS14795_rc_3072435",NA,NA,NA,NA,NA,NA,NA,NA
"mchB__HW372_RS14800_rc_3072934",NA,NA,NA,NA,NA,NA,NA,NA
"mchI__HW372_RS14805_rc_3073160",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14810__HW372_RS14810_3074168",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14815__HW372_RS14815_rc_3077228",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14820__HW372_RS14820_3077435",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14825__HW372_RS14825_3077777",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14830__HW372_RS14830_3079452",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14835/pseudo__HW372_RS14835_3079847",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14840__HW372_RS14840_rc_3080498",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14845__HW372_RS14845_3081053",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14850__HW372_RS14850_rc_3081836",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14855__HW372_RS14855_3081836",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14860/pseudo__HW372_RS14860_3083184",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS24535__HW372_RS24535_rc_3083574",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14865__HW372_RS14865_rc_3084015",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14870__HW372_RS14870_rc_3084429",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14875__HW372_RS14875_rc_3084993",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14880__HW372_RS14880_rc_3090320",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS24340/pseudo__HW372_RS24340_rc_3090492",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14885__HW372_RS14885_3091008",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14890__HW372_RS14890_3091462",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14895__HW372_RS14895_3092561",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14900__HW372_RS14900_3093280",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14905__HW372_RS14905_3094076",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14910__HW372_RS14910_3094345",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14915__HW372_RS14915_3094601",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14920__HW372_RS14920_3095179",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14925__HW372_RS14925_3096524",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14930__HW372_RS14930_3096868",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14935__HW372_RS14935_3098548",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14940__HW372_RS14940_3098967",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14945__HW372_RS14945_3099541",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14950__HW372_RS14950_3101856",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14955__HW372_RS14955_3102442",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14960__HW372_RS14960_3103608",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14965__HW372_RS14965_3104072",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14970__HW372_RS14970_3104800",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14975__HW372_RS14975_rc_3106764",NA,NA,NA,NA,NA,NA,NA,NA
"garD__HW372_RS14980_3106914",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14985__HW372_RS14985_rc_3108943",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14990/pseudo__HW372_RS14990_3109192",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS14995/pseudo__HW372_RS14995_3109471",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS15000__HW372_RS15000_3109837",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS24540/pseudo__HW372_RS24540_3110148",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS15005__HW372_RS15005_3110240",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS15010__HW372_RS15010_3111429",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS15015__HW372_RS15015_rc_3113645",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS24545__HW372_RS24545_rc_3113762",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS15020__HW372_RS15020_rc_3114388",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS15025__HW372_RS15025_rc_3116794",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS24345__HW372_RS24345_rc_3117210",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS15035__HW372_RS15035_rc_3117733",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS15040__HW372_RS15040_rc_3118650",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS15045__HW372_RS15045_3118847",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS15050__HW372_RS15050_rc_3122054",NA,NA,NA,NA,NA,NA,NA,NA
"dgcT__HW372_RS15055_rc_3123700",NA,NA,NA,NA,NA,NA,NA,NA
"pgaA__HW372_RS15060_3124288",NA,NA,NA,NA,NA,NA,NA,NA
"pgaB__HW372_RS15065_3126720",NA,NA,NA,NA,NA,NA,NA,NA
"pgaC__HW372_RS15070_3128731",NA,NA,NA,NA,NA,NA,NA,NA
"pgaD__HW372_RS15075_3130058",NA,NA,NA,NA,NA,NA,NA,NA
"phoH__HW372_RS15080_rc_3131309",NA,NA,NA,NA,NA,NA,NA,NA
"efeB__HW372_RS15085_rc_3133206",NA,NA,NA,NA,NA,NA,NA,NA
"efeO__HW372_RS15090_rc_3134339",NA,NA,NA,NA,NA,NA,NA,NA
"efeU__HW372_RS15095_rc_3135227",NA,NA,NA,NA,NA,NA,NA,NA
"putP__HW372_RS15100_rc_3136955",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS15105__HW372_RS15105_rc_3137323",NA,NA,NA,NA,NA,NA,NA,NA
"putA__HW372_RS15110_3137378",NA,NA,NA,NA,NA,NA,NA,NA
"rutR__HW372_RS15115_rc_3142018",NA,NA,NA,NA,NA,NA,NA,NA
"rutA__HW372_RS15120_3142306",NA,NA,NA,NA,NA,NA,NA,NA
"rutB__HW372_RS15125_3143397",NA,NA,NA,NA,NA,NA,NA,NA
"rutC__HW372_RS15130_3144101",NA,NA,NA,NA,NA,NA,NA,NA
"rutD__HW372_RS15135_3144495",NA,NA,NA,NA,NA,NA,NA,NA
"rutE__HW372_RS15140_3145305",NA,NA,NA,NA,NA,NA,NA,NA
"rutF__HW372_RS15145_3145906",NA,NA,NA,NA,NA,NA,NA,NA
"rutG__HW372_RS15150_3146421",NA,NA,NA,NA,NA,NA,NA,NA
"ymdF__HW372_RS15155_rc_3148005",NA,NA,NA,NA,NA,NA,NA,NA
"wrbA__HW372_RS15160_3148378",NA,NA,NA,NA,NA,NA,NA,NA
"yccJ__HW372_RS15165_3148995",NA,NA,NA,NA,NA,NA,NA,NA
"agp__HW372_RS15170_rc_3150501",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS15175/pseudo__HW372_RS15175_rc_3150883",NA,NA,NA,NA,NA,NA,NA,NA
"cbpA__HW372_RS15180_3151036",NA,NA,NA,NA,NA,NA,NA,NA
"cbpM__HW372_RS15185_3151956",NA,NA,NA,NA,NA,NA,NA,NA
"torD__HW372_RS15190_rc_3153216",NA,NA,NA,NA,NA,NA,NA,NA
"torA__HW372_RS15195_rc_3155759",NA,NA,NA,NA,NA,NA,NA,NA
"torC__HW372_RS15200_rc_3156931",NA,NA,NA,NA,NA,NA,NA,NA
"torR__HW372_RS15205_3157061",NA,NA,NA,NA,NA,NA,NA,NA
"torT__HW372_RS15210_rc_3158754",NA,NA,NA,NA,NA,NA,NA,NA
"torS__HW372_RS15215_3158837",NA,NA,NA,NA,NA,NA,NA,NA
"yccM__HW372_RS15220_3161652",NA,NA,NA,NA,NA,NA,NA,NA
"gnsA__HW372_RS15225_rc_3162947",NA,NA,NA,NA,NA,NA,NA,NA
"ymcE__HW372_RS15230_rc_3163167",NA,NA,NA,NA,NA,NA,NA,NA
"ymcF__HW372_RS15235_rc_3163330",NA,NA,NA,NA,NA,NA,NA,NA
"cspG__HW372_RS15240_rc_3163553",NA,NA,NA,NA,NA,NA,NA,NA
"cspH__HW372_RS15245_3163839",NA,NA,NA,NA,NA,NA,NA,NA
"appA__HW372_RS15250_rc_3165349",NA,NA,NA,NA,NA,NA,NA,NA
"cbdX__HW372_RS15255_rc_3165521",NA,NA,NA,NA,NA,NA,NA,NA
"appB__HW372_RS15260_rc_3166670",NA,NA,NA,NA,NA,NA,NA,NA
"appC__HW372_RS15265_rc_3168226",NA,NA,NA,NA,NA,NA,NA,NA
"hyaF__HW372_RS15270_rc_3169217",NA,NA,NA,NA,NA,NA,NA,NA
"hyaE__HW372_RS15275_rc_3169612",NA,NA,NA,NA,NA,NA,NA,NA
"hyaD__HW372_RS15280_rc_3170196",NA,NA,NA,NA,NA,NA,NA,NA
"hyaC__HW372_RS15285_rc_3170900",NA,NA,NA,NA,NA,NA,NA,NA
"hyaB__HW372_RS15290_rc_3172712",NA,NA,NA,NA,NA,NA,NA,NA
"hyaA__HW372_RS15295_rc_3173827",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS15300__HW372_RS15300_3174254",NA,NA,NA,NA,NA,NA,NA,NA
"yccA__HW372_RS15305_3174548",NA,NA,NA,NA,NA,NA,NA,NA
"tusE__HW372_RS15310_3175299",NA,NA,NA,NA,NA,NA,NA,NA
"yccX__HW372_RS15315_rc_3175903",NA,NA,NA,NA,NA,NA,NA,NA
"rlmI__HW372_RS15320_3175998",NA,NA,NA,NA,NA,NA,NA,NA
"hspQ__HW372_RS15325_3177246",NA,NA,NA,NA,NA,NA,NA,NA
"yccU__HW372_RS15330_rc_3178021",NA,NA,NA,NA,NA,NA,NA,NA
"csgI__HW372_RS15335_3178194",NA,NA,NA,NA,NA,NA,NA,NA
"mgsA__HW372_RS15340_3178952",NA,NA,NA,NA,NA,NA,NA,NA
"helD__HW372_RS15345_rc_3181496",NA,NA,NA,NA,NA,NA,NA,NA
"yccF__HW372_RS15350_3181619",NA,NA,NA,NA,NA,NA,NA,NA
"yccS__HW372_RS15355_3182075",NA,NA,NA,NA,NA,NA,NA,NA
"sxy__HW372_RS15360_rc_3184829",NA,NA,NA,NA,NA,NA,NA,NA
"sulA__HW372_RS15365_3185048",NA,NA,NA,NA,NA,NA,NA,NA
"ompA__HW372_RS15370_3185913",NA,NA,NA,NA,NA,NA,NA,NA
"matP__HW372_RS15375_rc_3187495",NA,NA,NA,NA,NA,NA,NA,NA
"ycbZ__HW372_RS15380_3187681",NA,NA,NA,NA,NA,NA,NA,NA
"fabA__HW372_RS15385_3189510",NA,NA,NA,NA,NA,NA,NA,NA
"rmf__HW372_RS15390_rc_3190265",NA,NA,NA,NA,NA,NA,NA,NA
"pqiC__HW372_RS15395_rc_3191083",NA,NA,NA,NA,NA,NA,NA,NA
"pqiB__HW372_RS15400_rc_3192720",NA,NA,NA,NA,NA,NA,NA,NA
"pqiA__HW372_RS15405_rc_3193978",NA,NA,NA,NA,NA,NA,NA,NA
"uup__HW372_RS15410_rc_3196015",NA,NA,NA,NA,NA,NA,NA,NA
"rlmKL__HW372_RS15415_rc_3198135",NA,NA,NA,NA,NA,NA,NA,NA
"ycbX__HW372_RS15420_3198233",NA,NA,NA,NA,NA,NA,NA,NA
"zapC__HW372_RS15425_rc_3199881",NA,NA,NA,NA,NA,NA,NA,NA
"pyrD__HW372_RS15430_rc_3201065",NA,NA,NA,NA,NA,NA,NA,NA
"ssuE__HW372_RS15435_3201302",NA,NA,NA,NA,NA,NA,NA,NA
"ssuA__HW372_RS15440_3201870",NA,NA,NA,NA,NA,NA,NA,NA
"ssuD__HW372_RS15445_3202826",NA,NA,NA,NA,NA,NA,NA,NA
"ssuC__HW372_RS15450_3203983",NA,NA,NA,NA,NA,NA,NA,NA
"ssuB__HW372_RS15455_3204771",NA,NA,NA,NA,NA,NA,NA,NA
"pepN__HW372_RS15460_rc_3208345",NA,NA,NA,NA,NA,NA,NA,NA
"pncB__HW372_RS15465_3208611",NA,NA,NA,NA,NA,NA,NA,NA
"asnS__HW372_RS15470_3209982",NA,NA,NA,NA,NA,NA,NA,NA
"ompF__HW372_RS15475_3211985",NA,NA,NA,NA,NA,NA,NA,NA
"aspC__HW372_RS15480_3213258",NA,NA,NA,NA,NA,NA,NA,NA
"gloC__HW372_RS15485_rc_3215145",NA,NA,NA,NA,NA,NA,NA,NA
"mepK__HW372_RS15490_rc_3215720",NA,NA,NA,NA,NA,NA,NA,NA
"ldtD__HW372_RS15495_rc_3217748",NA,NA,NA,NA,NA,NA,NA,NA
"mukB__HW372_RS15500_rc_3222469",NA,NA,NA,NA,NA,NA,NA,NA
"mukE__HW372_RS15505_rc_3223173",NA,NA,NA,NA,NA,NA,NA,NA
"mukF__HW372_RS15510_rc_3224476",NA,NA,NA,NA,NA,NA,NA,NA
"cmoM__HW372_RS15515_rc_3225258",NA,NA,NA,NA,NA,NA,NA,NA
"elyC__HW372_RS15520_3225394",NA,NA,NA,NA,NA,NA,NA,NA
"ycbJ__HW372_RS15525_rc_3227043",NA,NA,NA,NA,NA,NA,NA,NA
"kdsB__HW372_RS15530_rc_3227943",NA,NA,NA,NA,NA,NA,NA,NA
"ycaR__HW372_RS15535_rc_3228122",NA,NA,NA,NA,NA,NA,NA,NA
"ycaQ__HW372_RS15540_rc_3229406",NA,NA,NA,NA,NA,NA,NA,NA
"lpxK__HW372_RS15545_rc_3230429",NA,NA,NA,NA,NA,NA,NA,NA
"msbA__HW372_RS15550_rc_3232174",NA,NA,NA,NA,NA,NA,NA,NA
"ycaI__HW372_RS15555_rc_3234475",NA,NA,NA,NA,NA,NA,NA,NA
"ihfB__HW372_RS15560_rc_3234965",NA,NA,NA,NA,NA,NA,NA,NA
"rpsA__HW372_RS15565_rc_3236798",NA,NA,NA,NA,NA,NA,NA,NA
"cmk__HW372_RS15570_rc_3237592",NA,NA,NA,NA,NA,NA,NA,NA
"ycaL__HW372_RS15575_rc_3238529",NA,NA,NA,NA,NA,NA,NA,NA
"aroA__HW372_RS15580_rc_3239982",NA,NA,NA,NA,NA,NA,NA,NA
"serC__HW372_RS15585_rc_3241141",NA,NA,NA,NA,NA,NA,NA,NA
"ycaP__HW372_RS15590_rc_3242032",NA,NA,NA,NA,NA,NA,NA,NA
"ycaO__HW372_RS15595_3242162",NA,NA,NA,NA,NA,NA,NA,NA
"focA__HW372_RS15600_3244328",NA,NA,NA,NA,NA,NA,NA,NA
"pflB__HW372_RS15605_3245240",NA,NA,NA,NA,NA,NA,NA,NA
"pflA__HW372_RS15610_3247714",NA,NA,NA,NA,NA,NA,NA,NA
"ycaD__HW372_RS15615_rc_3249699",NA,NA,NA,NA,NA,NA,NA,NA
"ycaC__HW372_RS15620_3250013",NA,NA,NA,NA,NA,NA,NA,NA
"dmsC__HW372_RS15625_rc_3251538",NA,NA,NA,NA,NA,NA,NA,NA
"dmsB__HW372_RS15630_rc_3252157",NA,NA,NA,NA,NA,NA,NA,NA
"dmsA__HW372_RS15635_rc_3254612",NA,NA,NA,NA,NA,NA,NA,NA
"serS__HW372_RS15640_rc_3256143",NA,NA,NA,NA,NA,NA,NA,NA
"rarA__HW372_RS15645_rc_3257577",NA,NA,NA,NA,NA,NA,NA,NA
"lolA__HW372_RS15650_rc_3258199",NA,NA,NA,NA,NA,NA,NA,NA
"ftsK__HW372_RS15655_rc_3262401",NA,NA,NA,NA,NA,NA,NA,NA
"lrp__HW372_RS15660_rc_3263030",NA,NA,NA,NA,NA,NA,NA,NA
"trxB__HW372_RS15665_3263574",NA,NA,NA,NA,NA,NA,NA,NA
"cydD__HW372_RS15670_3264662",NA,NA,NA,NA,NA,NA,NA,NA
"cydC__HW372_RS15675_3266429",NA,NA,NA,NA,NA,NA,NA,NA
"aat__HW372_RS15680_3268192",NA,NA,NA,NA,NA,NA,NA,NA
"infA__HW372_RS15685_3269181",NA,NA,NA,NA,NA,NA,NA,NA
"HW372_RS15690__HW372_RS15690_3269653",NA,NA,NA,NA,NA,NA,NA,NA
"clpA__HW372_RS15695_rc_3272360",NA,NA,NA,NA,NA,NA,NA,NA
"clpS__HW372_RS15700_rc_3272711",NA,NA,NA,NA,NA,NA,NA,NA
"yljB__HW372_RS15705_rc_3272884",NA,NA,NA,NA,NA,NA,NA,NA
"cspD__HW372_RS15710_3273034",NA,NA,NA,NA,NA,NA,NA,NA
"macB__HW372_RS15715_rc_3275277",NA,NA,NA,NA,NA,NA,NA,NA
"macA__HW372_RS15720_rc_3276389",NA,NA,NA,NA,NA,NA,NA,NA
"ybjX__HW372_RS15725_3276540",NA,NA,NA,NA,NA,NA,NA,NA
"ybjD__HW372_RS15730_rc_3279151",NA,NA,NA,NA,NA,NA,NA,NA
"aqpZ__HW372_RS15735_3279577",NA,NA,NA,NA,NA,NA,NA,NA
"lysO__HW372_RS15740_3280766",NA,NA,NA,NA,NA,NA,NA,NA
"hcp__HW372_RS15745_3281809",NA,NA,NA,NA,NA,NA,NA,NA
"hcr__HW372_RS15750_3283473",NA,NA,NA,NA,NA,NA,NA,NA
"poxB__HW372_RS15755_3284574",NA,NA,NA,NA,NA,NA,NA,NA
"ltaE__HW372_RS15760_3286329",NA,NA,NA,NA,NA,NA,NA,NA
"ybjT__HW372_RS15765_3287341",NA,NA,NA,NA,NA,NA,NA,NA
"ybjS__HW372_RS15770_3288870",NA,NA,NA,NA,NA,NA,NA,NA
"amiD__HW372_RS15775_rc_3290710",NA,NA,NA,NA,NA,NA,NA,NA
"ybjQ__HW372_RS15780_rc_3291030",NA,NA,NA,NA,NA,NA,NA,NA
"ybjP__HW372_RS15785_3291156",NA,NA,NA,NA,NA,NA,NA,NA
"artP__HW372_RS15790_3291889",NA,NA,NA,NA,NA,NA,NA,NA
"artI__HW372_RS15795_3292635",NA,NA,NA,NA,NA,NA,NA,NA
"artQ__HW372_RS15800_3293373",NA,NA,NA,NA,NA,NA,NA,NA
"artM__HW372_RS15805_3294089",NA,NA,NA,NA,NA,NA,NA,NA
"artJ__HW372_RS15810_3294983",NA,NA,NA,NA,NA,NA,NA,NA
"rlmC__HW372_RS15815_rc_3296870",NA,NA,NA,NA,NA,NA,NA,NA
"ybjO__HW372_RS15820_rc_3297399",NA,NA,NA,NA,NA,NA,NA,NA
"potI__HW372_RS15825_rc_3298304",NA,NA,NA,NA,NA,NA,NA,NA
"potH__HW372_RS15830_rc_3299245",NA,NA,NA,NA,NA,NA,NA,NA
"potG__HW372_RS15835_rc_3300388",NA,NA,NA,NA,NA,NA,NA,NA
"potF__HW372_RS15840_rc_3301595",NA,NA,NA,NA,NA,NA,NA,NA
"ybjN__HW372_RS15845_rc_3302420",NA,NA,NA,NA,NA,NA,NA,NA
"rimK__HW372_RS15850_rc_3303410",NA,NA,NA,NA,NA,NA,NA,NA
"nfsA__HW372_RS15855_rc_3304193",NA,NA,NA,NA,NA,NA,NA,NA
"ybjC__HW372_RS15860_rc_3304464",NA,NA,NA,NA,NA,NA,NA,NA
"grxA__HW372_RS15865_3304624",NA,NA,NA,NA,NA,NA,NA,NA
"ybjM__HW372_RS15870_rc_3305288",NA,NA,NA,NA,NA,NA,NA,NA
"ybjL__HW372_RS15875_3305558",NA,NA,NA,NA,NA,NA,NA,NA
"rcdA__HW372_RS15880_rc_3307954",NA,NA,NA,NA,NA,NA,NA,NA
"ybjJ__HW372_RS15885_3308038",NA,NA,NA,NA,NA,NA,NA,NA
"ybjI__HW372_RS15890_3309246",NA,NA,NA,NA,NA,NA,NA,NA
"ybjH__HW372_RS15895_3310147",NA,NA,NA,NA,NA,NA,NA,NA
"mdfA__HW372_RS15900_rc_3311704",NA,NA,NA,NA,NA,NA,NA,NA
"ybjG__HW372_RS15905_3311989",NA,NA,NA,NA,NA,NA,NA,NA
"deoR__HW372_RS15910_3312643",NA,NA,NA,NA,NA,NA,NA,NA
"dacC__HW372_RS15915_rc_3314650",NA,NA,NA,NA,NA,NA,NA,NA
"gstB__HW372_RS15920_3314897",NA,NA,NA,NA,NA,NA,NA,NA
"yliI__HW372_RS15925_rc_3316635",NA,NA,NA,NA,NA,NA,NA,NA
"bssR__HW372_RS15930_rc_3317129",NA,NA,NA,NA,NA,NA,NA,NA
"rimO__HW372_RS15935_3317342",NA,NA,NA,NA,NA,NA,NA,NA
